S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1,03-27-2020,Andaman and Nicobar Islands,1,1,0,0
2,03-28-2020,Andaman and Nicobar Islands,6,6,0,0
3,03-29-2020,Andaman and Nicobar Islands,9,9,0,0
4,03-30-2020,Andaman and Nicobar Islands,9,9,0,0
5,03-31-2020,Andaman and Nicobar Islands,10,10,0,0
6,04-01-2020,Andaman and Nicobar Islands,10,10,0,0
7,04-02-2020,Andaman and Nicobar Islands,10,10,0,0
8,04-03-2020,Andaman and Nicobar Islands,10,10,0,0
9,04-04-2020,Andaman and Nicobar Islands,10,10,0,0
10,04-05-2020,Andaman and Nicobar Islands,10,10,0,0
11,04-06-2020,Andaman and Nicobar Islands,10,10,0,0
12,04-07-2020,Andaman and Nicobar Islands,10,10,0,0
13,04-08-2020,Andaman and Nicobar Islands,10,10,0,0
14,04-09-2020,Andaman and Nicobar Islands,11,11,0,0
15,04-10-2020,Andaman and Nicobar Islands,11,11,0,0
16,04-11-2020,Andaman and Nicobar Islands,11,11,0,0
17,04-12-2020,Andaman and Nicobar Islands,11,1,10,0
18,04-13-2020,Andaman and Nicobar Islands,11,1,10,0
19,04-14-2020,Andaman and Nicobar Islands,11,1,10,0
20,04-15-2020,Andaman and Nicobar Islands,11,1,10,0
21,04-16-2020,Andaman and Nicobar Islands,11,1,10,0
22,04-17-2020,Andaman and Nicobar Islands,11,1,10,0
23,04-18-2020,Andaman and Nicobar Islands,12,1,11,0
24,04-19-2020,Andaman and Nicobar Islands,14,3,11,0
25,04-20-2020,Andaman and Nicobar Islands,15,4,11,0
26,04-21-2020,Andaman and Nicobar Islands,16,5,11,0
27,04-22-2020,Andaman and Nicobar Islands,16,5,11,0
28,04-23-2020,Andaman and Nicobar Islands,18,7,11,0
29,04-24-2020,Andaman and Nicobar Islands,22,11,11,0
30,04-25-2020,Andaman and Nicobar Islands,27,16,11,0
31,04-26-2020,Andaman and Nicobar Islands,33,22,11,0
32,04-27-2020,Andaman and Nicobar Islands,33,22,11,0
33,04-28-2020,Andaman and Nicobar Islands,33,22,11,0
34,04-29-2020,Andaman and Nicobar Islands,33,18,15,0
35,04-30-2020,Andaman and Nicobar Islands,33,18,15,0
36,05-01-2020,Andaman and Nicobar Islands,33,17,16,0
37,05-02-2020,Andaman and Nicobar Islands,33,17,16,0
38,05-03-2020,Andaman and Nicobar Islands,33,17,16,0
39,05-04-2020,Andaman and Nicobar Islands,33,1,32,0
40,05-05-2020,Andaman and Nicobar Islands,33,1,32,0
41,05-06-2020,Andaman and Nicobar Islands,33,1,32,0
42,05-07-2020,Andaman and Nicobar Islands,33,1,32,0
43,05-08-2020,Andaman and Nicobar Islands,33,0,33,0
44,05-09-2020,Andaman and Nicobar Islands,33,0,33,0
45,05-10-2020,Andaman and Nicobar Islands,33,0,33,0
46,05-11-2020,Andaman and Nicobar Islands,33,0,33,0
47,05-12-2020,Andaman and Nicobar Islands,33,0,33,0
48,05-13-2020,Andaman and Nicobar Islands,33,0,33,0
49,05-14-2020,Andaman and Nicobar Islands,33,0,33,0
50,05-15-2020,Andaman and Nicobar Islands,33,0,33,0
51,05-16-2020,Andaman and Nicobar Islands,33,0,33,0
52,05-17-2020,Andaman and Nicobar Islands,33,0,33,0
53,05-18-2020,Andaman and Nicobar Islands,33,0,33,0
54,05-19-2020,Andaman and Nicobar Islands,33,0,33,0
55,05-20-2020,Andaman and Nicobar Islands,33,0,33,0
56,05-21-2020,Andaman and Nicobar Islands,33,0,33,0
57,05-22-2020,Andaman and Nicobar Islands,33,0,33,0
58,05-23-2020,Andaman and Nicobar Islands,33,0,33,0
59,05-24-2020,Andaman and Nicobar Islands,33,0,33,0
60,05-25-2020,Andaman and Nicobar Islands,33,0,33,0
61,05-26-2020,Andaman and Nicobar Islands,33,0,33,0
62,05-27-2020,Andaman and Nicobar Islands,33,0,33,0
63,05-28-2020,Andaman and Nicobar Islands,33,0,33,0
64,05-29-2020,Andaman and Nicobar Islands,33,0,33,0
65,05-30-2020,Andaman and Nicobar Islands,33,0,33,0
66,05-31-2020,Andaman and Nicobar Islands,33,0,33,0
67,06-01-2020,Andaman and Nicobar Islands,33,0,33,0
68,06-02-2020,Andaman and Nicobar Islands,33,0,33,0
69,06-03-2020,Andaman and Nicobar Islands,33,0,33,0
70,06-04-2020,Andaman and Nicobar Islands,33,0,33,0
71,06-05-2020,Andaman and Nicobar Islands,33,0,33,0
72,06-06-2020,Andaman and Nicobar Islands,33,0,33,0
73,06-07-2020,Andaman and Nicobar Islands,33,0,33,0
74,06-08-2020,Andaman and Nicobar Islands,33,0,33,0
75,06-09-2020,Andaman and Nicobar Islands,33,0,33,0
76,06-10-2020,Andaman and Nicobar Islands,33,0,33,0
77,06-11-2020,Andaman and Nicobar Islands,34,1,33,0
78,06-12-2020,Andaman and Nicobar Islands,38,5,33,0
79,06-13-2020,Andaman and Nicobar Islands,38,5,33,0
80,06-14-2020,Andaman and Nicobar Islands,38,5,33,0
81,06-15-2020,Andaman and Nicobar Islands,38,5,33,0
82,06-16-2020,Andaman and Nicobar Islands,41,8,33,0
83,06-17-2020,Andaman and Nicobar Islands,44,11,33,0
84,06-18-2020,Andaman and Nicobar Islands,44,11,33,0
85,06-19-2020,Andaman and Nicobar Islands,44,11,33,0
86,06-20-2020,Andaman and Nicobar Islands,45,10,35,0
87,06-21-2020,Andaman and Nicobar Islands,47,11,36,0
88,06-22-2020,Andaman and Nicobar Islands,48,11,37,0
89,06-23-2020,Andaman and Nicobar Islands,48,11,37,0
90,06-24-2020,Andaman and Nicobar Islands,50,10,40,0
91,06-25-2020,Andaman and Nicobar Islands,56,13,43,0
92,06-26-2020,Andaman and Nicobar Islands,59,16,43,0
93,06-27-2020,Andaman and Nicobar Islands,72,29,43,0
94,06-28-2020,Andaman and Nicobar Islands,72,29,43,0
95,06-29-2020,Andaman and Nicobar Islands,76,31,45,0
96,06-30-2020,Andaman and Nicobar Islands,90,44,46,0
97,07-01-2020,Andaman and Nicobar Islands,97,47,50,0
98,07-02-2020,Andaman and Nicobar Islands,100,50,50,0
99,07-03-2020,Andaman and Nicobar Islands,109,58,51,0
100,07-04-2020,Andaman and Nicobar Islands,116,62,54,0
101,07-05-2020,Andaman and Nicobar Islands,119,53,66,0
102,07-06-2020,Andaman and Nicobar Islands,125,53,72,0
103,07-07-2020,Andaman and Nicobar Islands,141,67,74,0
104,07-08-2020,Andaman and Nicobar Islands,147,72,75,0
105,07-09-2020,Andaman and Nicobar Islands,149,72,77,0
106,07-10-2020,Andaman and Nicobar Islands,151,68,83,0
107,07-11-2020,Andaman and Nicobar Islands,156,64,92,0
108,07-12-2020,Andaman and Nicobar Islands,163,70,93,0
109,07-13-2020,Andaman and Nicobar Islands,163,70,93,0
110,07-14-2020,Andaman and Nicobar Islands,166,57,109,0
111,07-15-2020,Andaman and Nicobar Islands,166,57,109,0
112,07-16-2020,Andaman and Nicobar Islands,176,46,130,0
113,07-17-2020,Andaman and Nicobar Islands,180,47,133,0
114,07-18-2020,Andaman and Nicobar Islands,194,52,142,0
115,07-19-2020,Andaman and Nicobar Islands,198,53,145,0
116,07-20-2020,Andaman and Nicobar Islands,203,58,145,0
117,07-21-2020,Andaman and Nicobar Islands,207,55,152,0
118,07-22-2020,Andaman and Nicobar Islands,212,53,159,0
119,07-23-2020,Andaman and Nicobar Islands,221,58,163,0
120,07-24-2020,Andaman and Nicobar Islands,240,70,170,0
121,07-25-2020,Andaman and Nicobar Islands,259,85,174,0
122,07-26-2020,Andaman and Nicobar Islands,290,114,176,0
123,07-27-2020,Andaman and Nicobar Islands,324,142,182,0
124,07-28-2020,Andaman and Nicobar Islands,338,145,192,1
125,07-29-2020,Andaman and Nicobar Islands,363,166,196,1
126,07-30-2020,Andaman and Nicobar Islands,428,225,201,2
127,07-31-2020,Andaman and Nicobar Islands,471,266,201,4
128,08-01-2020,Andaman and Nicobar Islands,548,329,214,5
129,08-02-2020,Andaman and Nicobar Islands,636,403,226,7
130,08-03-2020,Andaman and Nicobar Islands,734,484,242,8
131,08-04-2020,Andaman and Nicobar Islands,830,557,263,10
132,08-05-2020,Andaman and Nicobar Islands,928,639,277,12
133,08-06-2020,Andaman and Nicobar Islands,1027,687,326,14
134,08-07-2020,Andaman and Nicobar Islands,1123,752,355,16
135,08-08-2020,Andaman and Nicobar Islands,1222,778,425,19
136,08-09-2020,Andaman and Nicobar Islands,1351,831,500,20
137,08-10-2020,Andaman and Nicobar Islands,1490,822,648,20
138,08-11-2020,Andaman and Nicobar Islands,1625,896,709,20
139,08-12-2020,Andaman and Nicobar Islands,1764,994,749,21
140,08-13-2020,Andaman and Nicobar Islands,1900,1050,829,21
141,08-14-2020,Andaman and Nicobar Islands,2037,1091,924,22
142,08-15-2020,Andaman and Nicobar Islands,2186,1130,1032,24
143,08-16-2020,Andaman and Nicobar Islands,2306,1154,1128,24
144,08-17-2020,Andaman and Nicobar Islands,2399,1145,1226,28
145,08-18-2020,Andaman and Nicobar Islands,2445,1091,1325,29
146,08-19-2020,Andaman and Nicobar Islands,2529,1078,1421,30
147,08-20-2020,Andaman and Nicobar Islands,2604,1045,1529,30
148,08-21-2020,Andaman and Nicobar Islands,2680,1011,1638,31
149,08-22-2020,Andaman and Nicobar Islands,2747,971,1744,32
150,08-23-2020,Andaman and Nicobar Islands,2808,923,1853,32
151,08-24-2020,Andaman and Nicobar Islands,2860,864,1963,33
152,08-25-2020,Andaman and Nicobar Islands,2904,777,2092,35
153,08-26-2020,Andaman and Nicobar Islands,2945,677,2231,37
154,08-27-2020,Andaman and Nicobar Islands,2985,635,2309,41
155,08-28-2020,Andaman and Nicobar Islands,3018,602,2374,42
156,08-29-2020,Andaman and Nicobar Islands,3050,564,2444,42
157,08-30-2020,Andaman and Nicobar Islands,3081,518,2519,44
158,08-31-2020,Andaman and Nicobar Islands,3104,473,2586,45
159,09-01-2020,Andaman and Nicobar Islands,3132,439,2647,46
160,09-02-2020,Andaman and Nicobar Islands,3160,400,2714,46
161,09-03-2020,Andaman and Nicobar Islands,3186,381,2758,47
162,09-04-2020,Andaman and Nicobar Islands,3223,352,2823,48
163,09-05-2020,Andaman and Nicobar Islands,3257,345,2863,49
164,09-06-2020,Andaman and Nicobar Islands,3292,338,2904,50
165,09-07-2020,Andaman and Nicobar Islands,3332,331,2951,50
166,09-08-2020,Andaman and Nicobar Islands,3359,312,2997,50
167,09-09-2020,Andaman and Nicobar Islands,3392,307,3035,50
168,09-10-2020,Andaman and Nicobar Islands,3426,297,3078,51
169,09-11-2020,Andaman and Nicobar Islands,3465,293,3121,51
170,09-12-2020,Andaman and Nicobar Islands,3494,286,3157,51
171,09-13-2020,Andaman and Nicobar Islands,3521,268,3202,51
172,09-14-2020,Andaman and Nicobar Islands,3546,252,3243,51
173,09-15-2020,Andaman and Nicobar Islands,3557,227,3278,52
174,09-16-2020,Andaman and Nicobar Islands,3574,204,3318,52
175,09-17-2020,Andaman and Nicobar Islands,3593,196,3345,52
176,09-18-2020,Andaman and Nicobar Islands,3604,174,3378,52
177,09-19-2020,Andaman and Nicobar Islands,3631,165,3414,52
178,09-20-2020,Andaman and Nicobar Islands,3644,156,3436,52
179,09-21-2020,Andaman and Nicobar Islands,3651,147,3452,52
180,09-22-2020,Andaman and Nicobar Islands,3673,152,3469,52
181,09-23-2020,Andaman and Nicobar Islands,3691,160,3479,52
182,09-24-2020,Andaman and Nicobar Islands,3712,166,3494,52
183,09-25-2020,Andaman and Nicobar Islands,3744,189,3503,52
184,09-26-2020,Andaman and Nicobar Islands,3759,179,3528,52
185,09-27-2020,Andaman and Nicobar Islands,3774,171,3551,52
186,09-28-2020,Andaman and Nicobar Islands,3794,188,3553,53
187,09-29-2020,Andaman and Nicobar Islands,3803,168,3582,53
188,09-30-2020,Andaman and Nicobar Islands,3821,181,3587,53
189,10-01-2020,Andaman and Nicobar Islands,3835,174,3608,53
190,10-02-2020,Andaman and Nicobar Islands,3848,172,3623,53
191,10-03-2020,Andaman and Nicobar Islands,3858,174,3631,53
192,10-04-2020,Andaman and Nicobar Islands,3868,173,3642,53
193,10-05-2020,Andaman and Nicobar Islands,3884,182,3649,53
194,10-06-2020,Andaman and Nicobar Islands,3899,186,3659,54
195,10-07-2020,Andaman and Nicobar Islands,3912,180,3678,54
196,10-08-2020,Andaman and Nicobar Islands,3935,185,3696,54
197,10-09-2020,Andaman and Nicobar Islands,3952,190,3707,55
198,10-10-2020,Andaman and Nicobar Islands,3976,197,3724,55
199,03-12-2020,Andhra Pradesh,1,1,0,0
200,03-13-2020,Andhra Pradesh,1,1,0,0
201,03-14-2020,Andhra Pradesh,1,1,0,0
202,03-15-2020,Andhra Pradesh,1,1,0,0
203,03-16-2020,Andhra Pradesh,1,1,0,0
204,03-17-2020,Andhra Pradesh,1,1,0,0
205,03-18-2020,Andhra Pradesh,1,1,0,0
206,03-19-2020,Andhra Pradesh,1,1,0,0
207,03-20-2020,Andhra Pradesh,2,2,0,0
208,03-21-2020,Andhra Pradesh,3,3,0,0
209,03-22-2020,Andhra Pradesh,5,5,0,0
210,03-23-2020,Andhra Pradesh,7,7,0,0
211,03-24-2020,Andhra Pradesh,7,7,0,0
212,03-25-2020,Andhra Pradesh,8,8,0,0
213,03-26-2020,Andhra Pradesh,11,10,1,0
214,03-27-2020,Andhra Pradesh,12,11,1,0
215,03-28-2020,Andhra Pradesh,14,13,1,0
216,03-29-2020,Andhra Pradesh,14,13,1,0
217,03-30-2020,Andhra Pradesh,19,18,1,0
218,03-31-2020,Andhra Pradesh,40,39,1,0
219,04-01-2020,Andhra Pradesh,83,82,1,0
220,04-02-2020,Andhra Pradesh,86,84,1,1
221,04-03-2020,Andhra Pradesh,132,130,1,1
222,04-04-2020,Andhra Pradesh,161,159,1,1
223,04-05-2020,Andhra Pradesh,161,159,1,1
224,04-06-2020,Andhra Pradesh,226,222,1,3
225,04-07-2020,Andhra Pradesh,266,262,1,3
226,04-08-2020,Andhra Pradesh,305,300,1,4
227,04-09-2020,Andhra Pradesh,348,338,6,4
228,04-10-2020,Andhra Pradesh,348,338,6,4
229,04-11-2020,Andhra Pradesh,363,350,7,6
230,04-12-2020,Andhra Pradesh,381,364,11,6
231,04-13-2020,Andhra Pradesh,427,409,11,7
232,04-14-2020,Andhra Pradesh,432,414,11,7
233,04-15-2020,Andhra Pradesh,483,458,16,9
234,04-16-2020,Andhra Pradesh,525,491,20,14
235,04-17-2020,Andhra Pradesh,534,500,20,14
236,04-18-2020,Andhra Pradesh,572,522,36,14
237,04-19-2020,Andhra Pradesh,603,546,42,15
238,04-20-2020,Andhra Pradesh,646,589,42,15
239,04-21-2020,Andhra Pradesh,722,610,92,20
240,04-22-2020,Andhra Pradesh,757,639,96,22
241,04-23-2020,Andhra Pradesh,813,669,120,24
242,04-24-2020,Andhra Pradesh,895,727,141,27
243,04-25-2020,Andhra Pradesh,955,781,145,29
244,04-26-2020,Andhra Pradesh,1061,859,171,31
245,04-27-2020,Andhra Pradesh,1097,835,231,31
246,04-28-2020,Andhra Pradesh,1183,917,235,31
247,04-29-2020,Andhra Pradesh,1259,970,258,31
248,04-30-2020,Andhra Pradesh,1332,1014,287,31
249,05-01-2020,Andhra Pradesh,1403,1051,321,31
250,05-02-2020,Andhra Pradesh,1463,1027,403,33
251,05-03-2020,Andhra Pradesh,1525,1051,441,33
252,05-04-2020,Andhra Pradesh,1583,1062,488,33
253,05-05-2020,Andhra Pradesh,1650,1090,524,36
254,05-06-2020,Andhra Pradesh,1717,1092,589,36
255,05-07-2020,Andhra Pradesh,1777,1012,729,36
256,05-08-2020,Andhra Pradesh,1847,1029,780,38
257,05-09-2020,Andhra Pradesh,1887,1004,842,41
258,05-10-2020,Andhra Pradesh,1930,999,887,44
259,05-11-2020,Andhra Pradesh,1980,1010,925,45
260,05-12-2020,Andhra Pradesh,2018,998,975,45
261,05-13-2020,Andhra Pradesh,2090,988,1056,46
262,05-14-2020,Andhra Pradesh,2137,948,1142,47
263,05-15-2020,Andhra Pradesh,2205,965,1192,48
264,05-16-2020,Andhra Pradesh,2307,1007,1252,48
265,05-17-2020,Andhra Pradesh,2355,953,1353,49
266,05-18-2020,Andhra Pradesh,2407,901,1456,50
267,05-19-2020,Andhra Pradesh,2474,872,1552,50
268,05-20-2020,Andhra Pradesh,2532,859,1621,52
269,05-21-2020,Andhra Pradesh,2602,909,1640,53
270,05-22-2020,Andhra Pradesh,2647,885,1709,53
271,05-23-2020,Andhra Pradesh,2709,891,1763,55
272,05-24-2020,Andhra Pradesh,2757,892,1809,56
273,05-25-2020,Andhra Pradesh,2823,911,1856,56
274,05-26-2020,Andhra Pradesh,3110,1158,1896,56
275,05-27-2020,Andhra Pradesh,3171,1105,2009,57
276,05-28-2020,Andhra Pradesh,3171,1056,2057,58
277,05-29-2020,Andhra Pradesh,3251,1067,2125,59
278,05-30-2020,Andhra Pradesh,3436,1150,2226,60
279,05-31-2020,Andhra Pradesh,3569,1220,2289,60
280,06-01-2020,Andhra Pradesh,3679,1268,2349,62
281,06-02-2020,Andhra Pradesh,3783,1341,2378,64
282,06-03-2020,Andhra Pradesh,3898,1413,2421,64
283,06-04-2020,Andhra Pradesh,4080,1546,2466,68
284,06-05-2020,Andhra Pradesh,4223,1613,2539,71
285,06-06-2020,Andhra Pradesh,4303,1654,2576,73
286,06-07-2020,Andhra Pradesh,4510,1817,2620,73
287,06-08-2020,Andhra Pradesh,4708,1951,2682,75
288,06-09-2020,Andhra Pradesh,4851,2031,2745,75
289,06-10-2020,Andhra Pradesh,5070,2191,2802,77
290,06-11-2020,Andhra Pradesh,5269,2292,2899,78
291,06-12-2020,Andhra Pradesh,5429,2301,3048,80
292,06-13-2020,Andhra Pradesh,5680,2495,3105,80
293,06-14-2020,Andhra Pradesh,5965,2688,3195,82
294,06-15-2020,Andhra Pradesh,6163,2765,3314,84
295,06-16-2020,Andhra Pradesh,6456,3052,3316,88
296,06-17-2020,Andhra Pradesh,6841,3244,3509,88
297,06-18-2020,Andhra Pradesh,7071,3340,3641,90
298,06-19-2020,Andhra Pradesh,7518,3637,3789,92
299,06-20-2020,Andhra Pradesh,7961,3948,3917,96
300,06-21-2020,Andhra Pradesh,8452,4240,4111,101
301,06-22-2020,Andhra Pradesh,8999,4562,4331,106
302,06-23-2020,Andhra Pradesh,9372,4766,4495,111
303,06-24-2020,Andhra Pradesh,10002,5284,4599,119
304,06-25-2020,Andhra Pradesh,10331,5428,4779,124
305,06-26-2020,Andhra Pradesh,10884,5760,4988,136
306,06-27-2020,Andhra Pradesh,11489,6145,5196,148
307,06-28-2020,Andhra Pradesh,12285,6648,5480,157
308,06-29-2020,Andhra Pradesh,13241,7164,5908,169
309,06-30-2020,Andhra Pradesh,13891,7479,6232,180
310,07-01-2020,Andhra Pradesh,14595,7897,6511,187
311,07-02-2020,Andhra Pradesh,15252,8071,6988,193
312,07-03-2020,Andhra Pradesh,16097,8586,7313,198
313,07-04-2020,Andhra Pradesh,16934,9096,7632,206
314,07-05-2020,Andhra Pradesh,17699,9473,8008,218
315,07-06-2020,Andhra Pradesh,18697,10043,8422,232
316,07-07-2020,Andhra Pradesh,20019,10860,8920,239
317,07-08-2020,Andhra Pradesh,21197,11200,9745,252
318,07-09-2020,Andhra Pradesh,22259,10894,11101,264
319,07-10-2020,Andhra Pradesh,23814,11383,12154,277
320,07-11-2020,Andhra Pradesh,25422,11936,13194,292
321,07-12-2020,Andhra Pradesh,27235,12533,14393,309
322,07-13-2020,Andhra Pradesh,29168,13428,15412,328
323,07-14-2020,Andhra Pradesh,31103,14274,16464,365
324,07-15-2020,Andhra Pradesh,33019,15144,17467,408
325,07-16-2020,Andhra Pradesh,35451,16621,18378,452
326,07-17-2020,Andhra Pradesh,38044,18159,19393,492
327,07-18-2020,Andhra Pradesh,40646,19814,20298,534
328,07-19-2020,Andhra Pradesh,44609,22260,21763,586
329,07-20-2020,Andhra Pradesh,49650,26118,22890,642
330,07-21-2020,Andhra Pradesh,53724,28800,24228,696
331,07-22-2020,Andhra Pradesh,58668,32336,25574,758
332,07-23-2020,Andhra Pradesh,64713,31763,32127,823
333,07-24-2020,Andhra Pradesh,72711,34272,37555,884
334,07-25-2020,Andhra Pradesh,80858,39990,39935,933
335,07-26-2020,Andhra Pradesh,88671,44431,43255,985
336,07-27-2020,Andhra Pradesh,96298,48956,46301,1041
337,07-28-2020,Andhra Pradesh,102349,51701,49558,1090
338,07-29-2020,Andhra Pradesh,110297,56527,52622,1148
339,07-30-2020,Andhra Pradesh,120390,63771,55406,1213
340,07-31-2020,Andhra Pradesh,130557,69252,60024,1281
341,08-01-2020,Andhra Pradesh,140933,75720,63864,1349
342,08-02-2020,Andhra Pradesh,150209,72188,76614,1407
343,08-03-2020,Andhra Pradesh,158764,74404,82886,1474
344,08-04-2020,Andhra Pradesh,166586,76377,88672,1537
345,08-05-2020,Andhra Pradesh,176333,79104,95625,1604
346,08-06-2020,Andhra Pradesh,186461,80426,104354,1681
347,08-07-2020,Andhra Pradesh,196789,82166,112870,1753
348,08-08-2020,Andhra Pradesh,206960,84654,120464,1842
349,08-09-2020,Andhra Pradesh,217040,85486,129615,1939
350,08-10-2020,Andhra Pradesh,227860,87112,138712,2036
351,08-11-2020,Andhra Pradesh,235525,87773,145636,2116
352,08-12-2020,Andhra Pradesh,244549,87597,154749,2203
353,08-13-2020,Andhra Pradesh,254146,90425,161425,2296
354,08-14-2020,Andhra Pradesh,264142,90780,170984,2378
355,08-15-2020,Andhra Pradesh,273085,89907,180703,2475
356,08-16-2020,Andhra Pradesh,281817,88138,191117,2562
357,08-17-2020,Andhra Pradesh,289829,85945,201234,2650
358,08-18-2020,Andhra Pradesh,296609,84777,209100,2732
359,08-19-2020,Andhra Pradesh,306261,85130,218311,2820
360,08-20-2020,Andhra Pradesh,316003,86725,226372,2906
361,08-21-2020,Andhra Pradesh,325396,87177,235218,3001
362,08-22-2020,Andhra Pradesh,334940,87803,244045,3092
363,08-23-2020,Andhra Pradesh,345216,89389,252638,3189
364,08-24-2020,Andhra Pradesh,353111,89742,260087,3282
365,08-25-2020,Andhra Pradesh,361712,89516,268828,3368
366,08-26-2020,Andhra Pradesh,371639,89932,278247,3460
367,08-27-2020,Andhra Pradesh,382469,92208,286720,3541
368,08-28-2020,Andhra Pradesh,393090,94209,295248,3633
369,08-29-2020,Andhra Pradesh,403616,96191,303711,3714
370,08-30-2020,Andhra Pradesh,414164,97681,312687,3796
371,08-31-2020,Andhra Pradesh,424767,99129,321754,3884
372,09-01-2020,Andhra Pradesh,434771,100276,330526,3969
373,09-02-2020,Andhra Pradesh,445139,101210,339876,4053
374,09-03-2020,Andhra Pradesh,455531,103076,348330,4125
375,09-04-2020,Andhra Pradesh,465730,103521,358009,4200
376,09-05-2020,Andhra Pradesh,476506,102067,370163,4276
377,09-06-2020,Andhra Pradesh,487331,100880,382104,4347
378,09-07-2020,Andhra Pradesh,498125,99689,394019,4417
379,09-08-2020,Andhra Pradesh,506493,97932,404074,4487
380,09-09-2020,Andhra Pradesh,517094,96769,415765,4560
381,09-10-2020,Andhra Pradesh,527512,97271,425607,4634
382,09-11-2020,Andhra Pradesh,537687,97338,435647,4702
383,09-12-2020,Andhra Pradesh,547686,96191,446716,4779
384,09-13-2020,Andhra Pradesh,557587,95733,457008,4846
385,09-14-2020,Andhra Pradesh,567123,95072,467139,4912
386,09-15-2020,Andhra Pradesh,575079,93204,476903,4972
387,09-16-2020,Andhra Pradesh,583925,92353,486531,5041
388,09-17-2020,Andhra Pradesh,592760,90279,497376,5105
389,09-18-2020,Andhra Pradesh,601462,88197,508088,5177
390,09-19-2020,Andhra Pradesh,609558,84423,519891,5244
391,09-20-2020,Andhra Pradesh,617776,81763,530711,5302
392,09-21-2020,Andhra Pradesh,625514,78836,541319,5359
393,09-22-2020,Andhra Pradesh,631749,74518,551821,5410
394,09-23-2020,Andhra Pradesh,639302,71465,562376,5461
395,09-24-2020,Andhra Pradesh,646530,70357,570667,5506
396,09-25-2020,Andhra Pradesh,654385,69353,579474,5558
397,09-26-2020,Andhra Pradesh,661458,67683,588169,5606
398,09-27-2020,Andhra Pradesh,668751,65794,597294,5663
399,09-28-2020,Andhra Pradesh,675674,64876,605090,5708
400,09-29-2020,Andhra Pradesh,681161,63116,612300,5745
401,09-30-2020,Andhra Pradesh,687351,59435,622136,5780
402,10-01-2020,Andhra Pradesh,693484,58445,629211,5828
403,10-02-2020,Andhra Pradesh,700235,57858,636508,5869
404,10-03-2020,Andhra Pradesh,706790,56897,643993,5900
405,10-04-2020,Andhra Pradesh,713014,55282,651791,5941
406,10-05-2020,Andhra Pradesh,719256,54400,658875,5981
407,10-06-2020,Andhra Pradesh,723512,51060,666433,6019
408,10-07-2020,Andhra Pradesh,729307,50776,672479,6052
409,10-08-2020,Andhra Pradesh,734427,49513,678828,6086
410,10-09-2020,Andhra Pradesh,739719,48661,684930,6128
411,10-10-2020,Andhra Pradesh,744864,47665,691040,6159
412,04-03-2020,Arunachal Pradesh,1,1,0,0
413,04-04-2020,Arunachal Pradesh,1,1,0,0
414,04-05-2020,Arunachal Pradesh,1,1,0,0
415,04-06-2020,Arunachal Pradesh,1,1,0,0
416,04-07-2020,Arunachal Pradesh,1,1,0,0
417,04-08-2020,Arunachal Pradesh,1,1,0,0
418,04-09-2020,Arunachal Pradesh,1,1,0,0
419,04-10-2020,Arunachal Pradesh,1,1,0,0
420,04-11-2020,Arunachal Pradesh,1,1,0,0
421,04-12-2020,Arunachal Pradesh,1,1,0,0
422,04-13-2020,Arunachal Pradesh,1,1,0,0
423,04-14-2020,Arunachal Pradesh,1,1,0,0
424,04-15-2020,Arunachal Pradesh,1,1,0,0
425,04-16-2020,Arunachal Pradesh,1,1,0,0
426,04-17-2020,Arunachal Pradesh,1,1,0,0
427,04-18-2020,Arunachal Pradesh,1,1,0,0
428,04-19-2020,Arunachal Pradesh,1,1,0,0
429,04-20-2020,Arunachal Pradesh,1,1,0,0
430,04-21-2020,Arunachal Pradesh,1,1,0,0
431,04-22-2020,Arunachal Pradesh,1,0,1,0
432,04-23-2020,Arunachal Pradesh,1,0,1,0
433,04-24-2020,Arunachal Pradesh,1,0,1,0
434,04-25-2020,Arunachal Pradesh,1,0,1,0
435,04-26-2020,Arunachal Pradesh,1,0,1,0
436,04-27-2020,Arunachal Pradesh,1,0,1,0
437,04-28-2020,Arunachal Pradesh,1,0,1,0
438,04-29-2020,Arunachal Pradesh,1,0,1,0
439,04-30-2020,Arunachal Pradesh,1,0,1,0
440,05-01-2020,Arunachal Pradesh,1,0,1,0
441,05-02-2020,Arunachal Pradesh,1,0,1,0
442,05-03-2020,Arunachal Pradesh,1,0,1,0
443,05-04-2020,Arunachal Pradesh,1,0,1,0
444,05-05-2020,Arunachal Pradesh,1,0,1,0
445,05-06-2020,Arunachal Pradesh,1,0,1,0
446,05-07-2020,Arunachal Pradesh,1,0,1,0
447,05-08-2020,Arunachal Pradesh,1,0,1,0
448,05-09-2020,Arunachal Pradesh,1,0,1,0
449,05-10-2020,Arunachal Pradesh,1,0,1,0
450,05-11-2020,Arunachal Pradesh,1,0,1,0
451,05-12-2020,Arunachal Pradesh,1,0,1,0
452,05-13-2020,Arunachal Pradesh,1,0,1,0
453,05-14-2020,Arunachal Pradesh,1,0,1,0
454,05-15-2020,Arunachal Pradesh,1,0,1,0
455,05-16-2020,Arunachal Pradesh,1,0,1,0
456,05-17-2020,Arunachal Pradesh,1,0,1,0
457,05-18-2020,Arunachal Pradesh,1,0,1,0
458,05-19-2020,Arunachal Pradesh,1,0,1,0
459,05-20-2020,Arunachal Pradesh,1,0,1,0
460,05-21-2020,Arunachal Pradesh,1,0,1,0
