S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3996,05-28-2020,Maharashtra,56948,37133,17918,1897
3997,05-29-2020,Maharashtra,59546,38948,18616,1982
3998,05-30-2020,Maharashtra,62228,33133,26997,2098
3999,05-31-2020,Maharashtra,65168,34890,28081,2197
4000,06-01-2020,Maharashtra,67655,36040,29329,2286
4001,06-02-2020,Maharashtra,70013,37543,30108,2362
4002,06-03-2020,Maharashtra,72300,38502,31333,2465
4003,06-04-2020,Maharashtra,74860,39944,32329,2587
4004,06-05-2020,Maharashtra,77793,41402,33681,2710
4005,06-06-2020,Maharashtra,80229,42224,35156,2849
4006,06-07-2020,Maharashtra,82968,42609,37390,2969
4007,06-08-2020,Maharashtra,85975,43601,39314,3060
4008,06-09-2020,Maharashtra,88528,44384,40975,3169
4009,06-10-2020,Maharashtra,90787,44860,42638,3289
4010,06-11-2020,Maharashtra,94041,46086,44517,3438
4011,06-12-2020,Maharashtra,97648,47980,46078,3590
4012,06-13-2020,Maharashtra,101141,49628,47796,3717
4013,06-14-2020,Maharashtra,104568,51392,49346,3830
4014,06-15-2020,Maharashtra,107958,53030,50978,3950
4015,06-16-2020,Maharashtra,110744,50567,56049,4128
4016,06-17-2020,Maharashtra,113445,50057,57851,5537
4017,06-18-2020,Maharashtra,116752,51935,59166,5651
4018,06-19-2020,Maharashtra,120504,53915,60838,5751
4019,06-20-2020,Maharashtra,124331,55665,62773,5893
4020,06-21-2020,Maharashtra,128205,58068,64153,5984
4021,06-22-2020,Maharashtra,132075,60161,65744,6170
4022,06-23-2020,Maharashtra,135796,61807,67706,6283
4023,06-24-2020,Maharashtra,139010,62848,69631,6531
4024,06-25-2020,Maharashtra,142900,62369,73792,6739
4025,06-26-2020,Maharashtra,147741,63357,77453,6931
4026,06-27-2020,Maharashtra,152765,65844,79815,7106
4027,06-28-2020,Maharashtra,159133,67615,84245,7273
4028,06-29-2020,Maharashtra,164626,70622,86575,7429
4029,06-30-2020,Maharashtra,169883,73313,88960,7610
4030,07-01-2020,Maharashtra,174761,75995,90911,7855
4031,07-02-2020,Maharashtra,180298,79091,93154,8053
4032,07-03-2020,Maharashtra,186626,77276,101172,8178
4033,07-04-2020,Maharashtra,192990,79927,104687,8376
4034,07-05-2020,Maharashtra,200064,83311,108082,8671
4035,07-06-2020,Maharashtra,206619,86057,111740,8822
4036,07-07-2020,Maharashtra,211987,87699,115262,9026
4037,07-08-2020,Maharashtra,217121,89313,118558,9250
4038,07-09-2020,Maharashtra,223724,91084,123192,9448
4039,07-10-2020,Maharashtra,230599,93673,127259,9667
4040,07-11-2020,Maharashtra,238461,95943,132625,9893
4041,07-12-2020,Maharashtra,246600,99499,136985,10116
4042,07-13-2020,Maharashtra,254427,103813,140325,10289
4043,07-14-2020,Maharashtra,260924,105935,144507,10482
4044,07-15-2020,Maharashtra,267665,107963,149007,10695
4045,07-16-2020,Maharashtra,275640,112099,152613,10928
4046,07-17-2020,Maharashtra,284281,114947,158140,11194
4047,07-18-2020,Maharashtra,292589,120780,160357,11452
4048,07-19-2020,Maharashtra,300937,123678,165663,11596
4049,07-20-2020,Maharashtra,310455,129032,169569,11854
4050,07-21-2020,Maharashtra,318695,131636,175029,12030
4051,07-22-2020,Maharashtra,327031,132538,182217,12276
4052,07-23-2020,Maharashtra,337607,137282,187769,12556
4053,07-24-2020,Maharashtra,347502,140395,194253,12854
4054,07-25-2020,Maharashtra,357117,144018,199967,13132
4055,07-26-2020,Maharashtra,366368,145785,207194,13389
4056,07-27-2020,Maharashtra,375799,148905,213238,13656
4057,07-28-2020,Maharashtra,383723,147896,221944,13883
4058,07-29-2020,Maharashtra,391440,144998,232277,14165
4059,07-30-2020,Maharashtra,400651,146433,239755,14463
4060,07-31-2020,Maharashtra,411798,148454,248615,14729
4061,08-01-2020,Maharashtra,422118,150966,256158,14994
4062,08-02-2020,Maharashtra,431719,149520,266883,15316
4063,08-03-2020,Maharashtra,441228,148843,276809,15576
4064,08-04-2020,Maharashtra,450196,147324,287030,15842
4065,08-05-2020,Maharashtra,457956,142458,299356,16142
4066,08-06-2020,Maharashtra,468265,146268,305521,16476
4067,08-07-2020,Maharashtra,479779,146612,316375,16792
4068,08-08-2020,Maharashtra,490262,145889,327281,17092
4069,08-09-2020,Maharashtra,503084,147355,338362,17367
4070,08-10-2020,Maharashtra,515332,145865,351710,17757
4071,08-11-2020,Maharashtra,524513,148042,358421,18050
4072,08-12-2020,Maharashtra,535601,148860,368435,18306
4073,08-13-2020,Maharashtra,548313,147820,381843,18650
4074,08-14-2020,Maharashtra,560126,150105,390958,19063
4075,08-15-2020,Maharashtra,572734,151865,401442,19427
4076,08-16-2020,Maharashtra,584754,156719,408286,19749
4077,08-17-2020,Maharashtra,595865,158705,417123,20037
4078,08-18-2020,Maharashtra,604358,155579,428514,20265
4079,08-19-2020,Maharashtra,615477,156920,437870,20687
4080,08-20-2020,Maharashtra,628642,160728,446881,21033
4081,08-21-2020,Maharashtra,643289,162806,459124,21359
4082,08-22-2020,Maharashtra,657450,164879,470873,21698
4083,08-23-2020,Maharashtra,671942,169833,480114,21995
4084,08-24-2020,Maharashtra,682383,171859,488271,22253
4085,08-25-2020,Maharashtra,693398,168443,502490,22465
4086,08-26-2020,Maharashtra,703823,166239,514790,22794
4087,08-27-2020,Maharashtra,718711,173195,522427,23089
4088,08-28-2020,Maharashtra,733568,178561,531563,23444
4089,08-29-2020,Maharashtra,747995,181050,543170,23775
4090,08-30-2020,Maharashtra,764281,185467,554711,24103
4091,08-31-2020,Maharashtra,780689,193889,562401,24399
4092,09-01-2020,Maharashtra,792541,194399,573559,24583
4093,09-02-2020,Maharashtra,808306,198866,584537,24903
4094,09-03-2020,Maharashtra,825739,202048,598496,25195
4095,09-04-2020,Maharashtra,843844,205774,612484,25586
4096,09-05-2020,Maharashtra,863062,211325,625773,25964
4097,09-06-2020,Maharashtra,883862,221012,636574,26276
4098,09-07-2020,Maharashtra,907212,236208,644400,26604
4099,09-08-2020,Maharashtra,923641,237292,659322,27027
4100,09-09-2020,Maharashtra,943772,243809,672556,27407
4101,09-10-2020,Maharashtra,967349,253100,686462,27787
4102,09-11-2020,Maharashtra,990795,261798,700715,28282
4103,09-12-2020,Maharashtra,1015681,271934,715023,28724
4104,09-13-2020,Maharashtra,1037765,280138,728512,29115
4105,09-14-2020,Maharashtra,1060308,290716,740061,29531
4106,09-15-2020,Maharashtra,1077374,291630,755850,29894
4107,09-16-2020,Maharashtra,1097856,292174,775273,30409
4108,09-17-2020,Maharashtra,1121221,297506,792832,30883
4109,09-18-2020,Maharashtra,1145840,302135,812354,31351
4110,09-19-2020,Maharashtra,1167496,301273,834432,31791
4111,09-20-2020,Maharashtra,1188015,297866,857933,32216
4112,09-21-2020,Maharashtra,1208642,291630,884341,32671
4113,09-22-2020,Maharashtra,1224380,275017,916348,33015
4114,09-23-2020,Maharashtra,1242770,272809,936554,33407
4115,09-24-2020,Maharashtra,1263799,273883,956030,33886
4116,09-25-2020,Maharashtra,1282963,275404,973214,34345
4117,09-26-2020,Maharashtra,1300757,273190,992806,34761
4118,09-27-2020,Maharashtra,1321176,269535,1016450,35191
4119,09-28-2020,Maharashtra,1339232,273646,1030015,35571
4120,09-29-2020,Maharashtra,1351153,265455,1049947,35751
4121,09-30-2020,Maharashtra,1366129,260789,1069159,36181
4122,10-01-2020,Maharashtra,1384446,259462,1088322,36662
4123,10-02-2020,Maharashtra,1400922,259440,1104426,37056
4124,10-03-2020,Maharashtra,1416513,261313,1117720,37480
4125,10-04-2020,Maharashtra,1430861,258548,1134555,37758
4126,10-05-2020,Maharashtra,1443409,255722,1149603,38084
4127,10-06-2020,Maharashtra,1453653,252721,1162585,38347
4128,10-07-2020,Maharashtra,1465911,247468,1179726,38717
4129,10-08-2020,Maharashtra,1480489,244976,1196441,39072
4130,10-09-2020,Maharashtra,1493884,242438,1212016,39430
4131,10-10-2020,Maharashtra,1506018,236947,1229339,39732
4132,03-25-2020,Manipur,1,1,0,0
4133,03-26-2020,Manipur,1,1,0,0
4134,03-27-2020,Manipur,1,1,0,0
4135,03-28-2020,Manipur,1,1,0,0
4136,03-29-2020,Manipur,1,1,0,0
4137,03-30-2020,Manipur,1,1,0,0
4138,03-31-2020,Manipur,1,1,0,0
4139,04-01-2020,Manipur,1,1,0,0
4140,04-02-2020,Manipur,1,1,0,0
4141,04-03-2020,Manipur,2,2,0,0
4142,04-04-2020,Manipur,2,2,0,0
4143,04-05-2020,Manipur,2,2,0,0
4144,04-06-2020,Manipur,2,2,0,0
4145,04-07-2020,Manipur,2,2,0,0
4146,04-08-2020,Manipur,2,2,0,0
4147,04-09-2020,Manipur,1,0,1,0
4148,04-10-2020,Manipur,2,1,1,0
4149,04-11-2020,Manipur,2,1,1,0
4150,04-12-2020,Manipur,2,1,1,0
4151,04-13-2020,Manipur,2,1,1,0
4152,04-14-2020,Manipur,2,1,1,0
4153,04-15-2020,Manipur,2,1,1,0
4154,04-16-2020,Manipur,2,1,1,0
4155,04-17-2020,Manipur,2,1,1,0
4156,04-18-2020,Manipur,2,1,1,0
4157,04-19-2020,Manipur,2,1,1,0
4158,04-20-2020,Manipur,2,1,1,0
4159,04-21-2020,Manipur,2,0,2,0
4160,04-22-2020,Manipur,2,0,2,0
4161,04-23-2020,Manipur,2,0,2,0
4162,04-24-2020,Manipur,2,0,2,0
4163,04-25-2020,Manipur,2,0,2,0
4164,04-26-2020,Manipur,2,0,2,0
4165,04-27-2020,Manipur,2,0,2,0
4166,04-28-2020,Manipur,2,0,2,0
4167,04-29-2020,Manipur,2,0,2,0
4168,04-30-2020,Manipur,2,0,2,0
4169,05-01-2020,Manipur,2,0,2,0
4170,05-02-2020,Manipur,2,0,2,0
4171,05-03-2020,Manipur,2,0,2,0
4172,05-04-2020,Manipur,2,0,2,0
4173,05-05-2020,Manipur,2,0,2,0
4174,05-06-2020,Manipur,2,0,2,0
4175,05-07-2020,Manipur,2,0,2,0
4176,05-08-2020,Manipur,2,0,2,0
4177,05-09-2020,Manipur,2,0,2,0
4178,05-10-2020,Manipur,2,0,2,0
4179,05-11-2020,Manipur,2,0,2,0
4180,05-12-2020,Manipur,2,0,2,0
4181,05-13-2020,Manipur,2,0,2,0
4182,05-14-2020,Manipur,2,0,2,0
4183,05-15-2020,Manipur,3,1,2,0
4184,05-16-2020,Manipur,3,1,2,0
4185,05-17-2020,Manipur,7,5,2,0
4186,05-18-2020,Manipur,7,5,2,0
4187,05-19-2020,Manipur,7,5,2,0
4188,05-20-2020,Manipur,9,7,2,0
4189,05-21-2020,Manipur,25,23,2,0
4190,05-22-2020,Manipur,25,23,2,0
4191,05-23-2020,Manipur,26,24,2,0
4192,05-24-2020,Manipur,29,25,4,0
4193,05-25-2020,Manipur,32,28,4,0
4194,05-26-2020,Manipur,39,35,4,0
4195,05-27-2020,Manipur,39,35,4,0
4196,05-28-2020,Manipur,44,40,4,0
4197,05-29-2020,Manipur,55,50,5,0
4198,05-30-2020,Manipur,59,51,8,0
4199,05-31-2020,Manipur,62,54,8,0
4200,06-01-2020,Manipur,71,60,11,0
4201,06-02-2020,Manipur,83,72,11,0
4202,06-03-2020,Manipur,89,75,14,0
4203,06-04-2020,Manipur,118,80,38,0
4204,06-05-2020,Manipur,124,86,38,0
4205,06-06-2020,Manipur,132,91,41,0
4206,06-07-2020,Manipur,157,105,52,0
4207,06-08-2020,Manipur,172,120,52,0
4208,06-09-2020,Manipur,272,214,58,0
4209,06-10-2020,Manipur,304,243,61,0
4210,06-11-2020,Manipur,311,248,63,0
4211,06-12-2020,Manipur,366,293,73,0
4212,06-13-2020,Manipur,385,308,77,0
4213,06-14-2020,Manipur,449,358,91,0
4214,06-15-2020,Manipur,458,367,91,0
4215,06-16-2020,Manipur,490,339,151,0
4216,06-17-2020,Manipur,500,341,159,0
4217,06-18-2020,Manipur,552,360,192,0
4218,06-19-2020,Manipur,606,407,199,0
4219,06-20-2020,Manipur,681,463,218,0
4220,06-21-2020,Manipur,777,545,232,0
4221,06-22-2020,Manipur,841,591,250,0
4222,06-23-2020,Manipur,898,648,250,0
4223,06-24-2020,Manipur,921,663,258,0
4224,06-25-2020,Manipur,970,642,328,0
4225,06-26-2020,Manipur,1056,702,354,0
4226,06-27-2020,Manipur,1075,682,393,0
4227,06-28-2020,Manipur,1092,660,432,0
4228,06-29-2020,Manipur,1185,730,455,0
4229,06-30-2020,Manipur,1227,733,494,0
4230,07-01-2020,Manipur,1234,681,553,0
4231,07-02-2020,Manipur,1260,681,579,0
4232,07-03-2020,Manipur,1279,662,617,0
4233,07-04-2020,Manipur,1316,677,639,0
4234,07-05-2020,Manipur,1325,658,667,0
4235,07-06-2020,Manipur,1366,678,688,0
4236,07-07-2020,Manipur,1390,656,734,0
4237,07-08-2020,Manipur,1430,659,771,0
4238,07-09-2020,Manipur,1435,642,793,0
4239,07-10-2020,Manipur,1450,651,799,0
4240,07-11-2020,Manipur,1582,750,832,0
4241,07-12-2020,Manipur,1593,750,843,0
4242,07-13-2020,Manipur,1609,713,896,0
4243,07-14-2020,Manipur,1626,656,970,0
4244,07-15-2020,Manipur,1672,702,970,0
4245,07-16-2020,Manipur,1700,711,989,0
4246,07-17-2020,Manipur,1764,635,1129,0
4247,07-18-2020,Manipur,1800,637,1163,0
4248,07-19-2020,Manipur,1891,709,1182,0
4249,07-20-2020,Manipur,1911,698,1213,0
4250,07-21-2020,Manipur,1925,618,1307,0
4251,07-22-2020,Manipur,2015,615,1400,0
4252,07-23-2020,Manipur,2060,632,1428,0
4253,07-24-2020,Manipur,2115,649,1466,0
4254,07-25-2020,Manipur,2146,655,1491,0
4255,07-26-2020,Manipur,2176,652,1524,0
4256,07-27-2020,Manipur,2235,681,1554,0
4257,07-28-2020,Manipur,2286,690,1596,0
4258,07-29-2020,Manipur,2317,705,1612,0
4259,07-30-2020,Manipur,2458,819,1639,0
4260,07-31-2020,Manipur,2505,829,1672,4
4261,08-01-2020,Manipur,2621,927,1689,5
4262,08-02-2020,Manipur,2756,1051,1699,6
4263,08-03-2020,Manipur,2831,1087,1737,7
4264,08-04-2020,Manipur,2920,1147,1766,7
4265,08-05-2020,Manipur,3018,1197,1814,7
4266,08-06-2020,Manipur,3093,1224,1862,7
4267,08-07-2020,Manipur,3217,1304,1905,8
4268,08-08-2020,Manipur,3466,1530,1926,10
4269,08-09-2020,Manipur,3635,1697,1927,11
4270,08-10-2020,Manipur,3753,1698,2044,11
4271,08-11-2020,Manipur,3853,1720,2122,11
4272,08-12-2020,Manipur,3941,1801,2128,12
4273,08-13-2020,Manipur,3982,1739,2231,12
4274,08-14-2020,Manipur,4112,1804,2295,13
4275,08-15-2020,Manipur,4198,1825,2360,13
4276,08-16-2020,Manipur,4390,1939,2438,13
4277,08-17-2020,Manipur,4569,1921,2632,16
4278,08-18-2020,Manipur,4687,1936,2734,17
4279,08-19-2020,Manipur,4765,1958,2789,18
4280,08-20-2020,Manipur,4876,1973,2885,18
4281,08-21-2020,Manipur,4925,1905,3002,18
4282,08-22-2020,Manipur,5049,1768,3261,20
4283,08-23-2020,Manipur,5132,1655,3455,22
4284,08-24-2020,Manipur,5246,1608,3616,22
4285,08-25-2020,Manipur,5362,1626,3714,22
4286,08-26-2020,Manipur,5444,1608,3812,24
4287,08-27-2020,Manipur,5585,1731,3829,25
4288,08-28-2020,Manipur,5725,1743,3957,25
4289,08-29-2020,Manipur,5843,1759,4057,27
4290,08-30-2020,Manipur,5960,1746,4186,28
4291,08-31-2020,Manipur,6112,1845,4239,28
4292,09-01-2020,Manipur,6252,1894,4330,28
4293,09-02-2020,Manipur,6382,1903,4450,29
4294,09-03-2020,Manipur,6507,1871,4607,29
4295,09-04-2020,Manipur,6609,1803,4774,32
4296,09-05-2020,Manipur,6699,1765,4899,35
4297,09-06-2020,Manipur,6883,1872,4975,36
4298,09-07-2020,Manipur,7022,1820,5164,38
4299,09-08-2020,Manipur,7106,1710,5358,38
4300,09-09-2020,Manipur,7202,1683,5480,39
4301,09-10-2020,Manipur,7362,1774,5548,40
4302,09-11-2020,Manipur,7470,1633,5793,44
4303,09-12-2020,Manipur,7579,1533,6002,44
4304,09-13-2020,Manipur,7731,1584,6102,45
4305,09-14-2020,Manipur,7875,1638,6191,46
4306,09-15-2020,Manipur,7971,1585,6340,46
4307,09-16-2020,Manipur,8210,1745,6418,47
4308,09-17-2020,Manipur,8320,1751,6521,48
4309,09-18-2020,Manipur,8430,1841,6538,51
4310,09-19-2020,Manipur,8607,1926,6629,52
4311,09-20-2020,Manipur,8724,1946,6723,55
4312,09-21-2020,Manipur,8894,2070,6767,57
4313,09-22-2020,Manipur,9010,2113,6838,59
4314,09-23-2020,Manipur,9280,2333,6887,60
4315,09-24-2020,Manipur,9376,2206,7108,62
4316,09-25-2020,Manipur,9537,2106,7369,62
4317,09-26-2020,Manipur,9791,2126,7602,63
4318,09-27-2020,Manipur,10051,2306,7681,64
4319,09-28-2020,Manipur,10299,2359,7876,64
4320,09-29-2020,Manipur,10477,2431,7982,64
4321,09-30-2020,Manipur,10746,2642,8039,65
4322,10-01-2020,Manipur,10983,2456,8460,67
4323,10-02-2020,Manipur,11111,2402,8641,68
4324,10-03-2020,Manipur,11397,2336,8992,69
4325,10-04-2020,Manipur,11649,2497,9081,71
4326,10-05-2020,Manipur,11855,2576,9205,74
4327,10-06-2020,Manipur,12105,2696,9334,75
4328,10-07-2020,Manipur,12240,2680,9482,78
4329,10-08-2020,Manipur,12489,2805,9604,80
4330,10-09-2020,Manipur,12679,2877,9719,83
4331,10-10-2020,Manipur,12810,2858,9866,86
4332,04-15-2020,Meghalaya,1,1,0,0
4333,04-16-2020,Meghalaya,7,6,0,1
4334,04-17-2020,Meghalaya,7,6,0,1
4335,04-18-2020,Meghalaya,9,8,0,1
4336,04-19-2020,Meghalaya,11,10,0,1
4337,04-20-2020,Meghalaya,11,10,0,1
4338,04-21-2020,Meghalaya,11,10,0,1
4339,04-22-2020,Meghalaya,12,11,0,1
4340,04-23-2020,Meghalaya,12,11,0,1
4341,04-24-2020,Meghalaya,12,11,0,1
4342,04-25-2020,Meghalaya,12,11,0,1
4343,04-26-2020,Meghalaya,12,11,0,1
4344,04-27-2020,Meghalaya,12,11,0,1
4345,04-28-2020,Meghalaya,12,11,0,1
4346,04-29-2020,Meghalaya,12,11,0,1
4347,04-30-2020,Meghalaya,12,11,0,1
4348,05-01-2020,Meghalaya,12,11,0,1
4349,05-02-2020,Meghalaya,12,11,0,1
4350,05-03-2020,Meghalaya,12,11,0,1
4351,05-04-2020,Meghalaya,12,11,0,1
4352,05-05-2020,Meghalaya,12,11,0,1
4353,05-06-2020,Meghalaya,12,1,10,1
4354,05-07-2020,Meghalaya,12,1,10,1
4355,05-08-2020,Meghalaya,12,1,10,1
4356,05-09-2020,Meghalaya,12,1,10,1
4357,05-10-2020,Meghalaya,13,2,10,1
4358,05-11-2020,Meghalaya,13,2,10,1
4359,05-12-2020,Meghalaya,13,2,10,1
4360,05-13-2020,Meghalaya,13,2,10,1
4361,05-14-2020,Meghalaya,13,2,10,1
4362,05-15-2020,Meghalaya,13,1,11,1
4363,05-16-2020,Meghalaya,13,1,11,1
4364,05-17-2020,Meghalaya,13,1,11,1
4365,05-18-2020,Meghalaya,13,1,11,1
4366,05-19-2020,Meghalaya,13,1,11,1
4367,05-20-2020,Meghalaya,13,0,12,1
4368,05-21-2020,Meghalaya,14,1,12,1
4369,05-22-2020,Meghalaya,14,1,12,1
4370,05-23-2020,Meghalaya,14,1,12,1
4371,05-24-2020,Meghalaya,14,1,12,1
4372,05-25-2020,Meghalaya,14,1,12,1
4373,05-26-2020,Meghalaya,14,1,12,1
4374,05-27-2020,Meghalaya,15,2,12,1
4375,05-28-2020,Meghalaya,20,7,12,1
4376,05-29-2020,Meghalaya,21,8,12,1
4377,05-30-2020,Meghalaya,27,14,12,1
4378,05-31-2020,Meghalaya,27,14,12,1
4379,06-01-2020,Meghalaya,27,14,12,1
4380,06-02-2020,Meghalaya,27,14,12,1
4381,06-03-2020,Meghalaya,27,14,12,1
4382,06-04-2020,Meghalaya,33,19,13,1
4383,06-05-2020,Meghalaya,33,19,13,1
4384,06-06-2020,Meghalaya,33,19,13,1
4385,06-07-2020,Meghalaya,33,19,13,1
4386,06-08-2020,Meghalaya,36,22,13,1
4387,06-09-2020,Meghalaya,36,22,13,1
4388,06-10-2020,Meghalaya,43,29,13,1
4389,06-11-2020,Meghalaya,44,30,13,1
4390,06-12-2020,Meghalaya,44,25,18,1
4391,06-13-2020,Meghalaya,44,21,22,1
4392,06-14-2020,Meghalaya,44,21,22,1
4393,06-15-2020,Meghalaya,44,18,25,1
4394,06-16-2020,Meghalaya,44,18,25,1
4395,06-17-2020,Meghalaya,44,18,25,1
4396,06-18-2020,Meghalaya,44,13,30,1
4397,06-19-2020,Meghalaya,44,13,30,1
4398,06-20-2020,Meghalaya,44,10,33,1
4399,06-21-2020,Meghalaya,44,10,33,1
4400,06-22-2020,Meghalaya,44,10,33,1
4401,06-23-2020,Meghalaya,44,6,37,1
4402,06-24-2020,Meghalaya,46,8,37,1
4403,06-25-2020,Meghalaya,46,3,42,1
4404,06-26-2020,Meghalaya,46,3,42,1
4405,06-27-2020,Meghalaya,47,4,42,1
4406,06-28-2020,Meghalaya,47,4,42,1
4407,06-29-2020,Meghalaya,47,4,42,1
4408,06-30-2020,Meghalaya,47,4,42,1
4409,07-01-2020,Meghalaya,52,9,42,1
4410,07-02-2020,Meghalaya,52,9,42,1
4411,07-03-2020,Meghalaya,56,13,42,1
4412,07-04-2020,Meghalaya,62,18,43,1
4413,07-05-2020,Meghalaya,62,18,43,1
4414,07-06-2020,Meghalaya,62,18,43,1
4415,07-07-2020,Meghalaya,80,36,43,1
4416,07-08-2020,Meghalaya,80,36,43,1
4417,07-09-2020,Meghalaya,80,36,43,1
4418,07-10-2020,Meghalaya,113,45,66,2
4419,07-11-2020,Meghalaya,207,139,66,2
4420,07-12-2020,Meghalaya,207,139,66,2
4421,07-13-2020,Meghalaya,306,238,66,2
4422,07-14-2020,Meghalaya,318,250,66,2
4423,07-15-2020,Meghalaya,318,250,66,2
4424,07-16-2020,Meghalaya,346,278,66,2
4425,07-17-2020,Meghalaya,377,309,66,2
4426,07-18-2020,Meghalaya,403,335,66,2
4427,07-19-2020,Meghalaya,418,350,66,2
4428,07-20-2020,Meghalaya,450,382,66,2
4429,07-21-2020,Meghalaya,466,396,66,4
4430,07-22-2020,Meghalaya,490,416,70,4
4431,07-23-2020,Meghalaya,514,433,77,4
4432,07-24-2020,Meghalaya,534,452,78,4
4433,07-25-2020,Meghalaya,588,496,87,5
4434,07-26-2020,Meghalaya,646,547,94,5
4435,07-27-2020,Meghalaya,702,562,135,5
4436,07-28-2020,Meghalaya,738,547,186,5
4437,07-29-2020,Meghalaya,779,580,194,5
4438,07-30-2020,Meghalaya,784,572,207,5
4439,07-31-2020,Meghalaya,803,588,210,5
4440,08-01-2020,Meghalaya,823,603,215,5
4441,08-02-2020,Meghalaya,856,599,252,5
4442,08-03-2020,Meghalaya,874,605,264,5
4443,08-04-2020,Meghalaya,902,633,264,5
4444,08-05-2020,Meghalaya,917,582,330,5
4445,08-06-2020,Meghalaya,929,594,330,5
4446,08-07-2020,Meghalaya,990,640,345,5
4447,08-08-2020,Meghalaya,1006,590,411,5
4448,08-09-2020,Meghalaya,1023,594,423,6
4449,08-10-2020,Meghalaya,1062,566,490,6
4450,08-11-2020,Meghalaya,1114,610,498,6
4451,08-12-2020,Meghalaya,1136,621,509,6
4452,08-13-2020,Meghalaya,1179,656,517,6
4453,08-14-2020,Meghalaya,1193,640,547,6
4454,08-15-2020,Meghalaya,1228,641,581,6
4455,08-16-2020,Meghalaya,1292,690,596,6
4456,08-17-2020,Meghalaya,1374,693,675,6
4457,08-18-2020,Meghalaya,1418,733,679,6
4458,08-19-2020,Meghalaya,1457,766,685,6
4459,08-20-2020,Meghalaya,1506,806,694,6
4460,08-21-2020,Meghalaya,1661,925,730,6
4461,08-22-2020,Meghalaya,1718,963,749,6
4462,08-23-2020,Meghalaya,1811,1035,769,7
4463,08-24-2020,Meghalaya,1917,1133,776,8
4464,08-25-2020,Meghalaya,1976,1179,789,8
4465,08-26-2020,Meghalaya,2018,1178,832,8
4466,08-27-2020,Meghalaya,2050,1168,874,8
4467,08-28-2020,Meghalaya,2129,1222,899,8
4468,08-29-2020,Meghalaya,2240,1272,958,10
4469,08-30-2020,Meghalaya,2283,1238,1035,10
4470,08-31-2020,Meghalaya,2343,1284,1049,10
4471,09-01-2020,Meghalaya,2368,1196,1162,10
4472,09-02-2020,Meghalaya,2440,1193,1235,12
4473,09-03-2020,Meghalaya,2517,1186,1318,13
4474,09-04-2020,Meghalaya,2626,1220,1393,13
4475,09-05-2020,Meghalaya,2734,1252,1468,14
4476,09-06-2020,Meghalaya,2916,1374,1527,15
4477,09-07-2020,Meghalaya,3005,1433,1556,16
4478,09-08-2020,Meghalaya,3034,1457,1560,17
4479,09-09-2020,Meghalaya,3076,1343,1716,17
4480,09-10-2020,Meghalaya,3197,1355,1823,19
4481,09-11-2020,Meghalaya,3296,1434,1842,20
4482,09-12-2020,Meghalaya,3447,1534,1889,24
4483,09-13-2020,Meghalaya,3615,1570,2020,25
4484,09-14-2020,Meghalaya,3724,1623,2075,26
4485,09-15-2020,Meghalaya,3864,1686,2151,27
4486,09-16-2020,Meghalaya,4036,1818,2190,28
4487,09-17-2020,Meghalaya,4195,1902,2264,29
4488,09-18-2020,Meghalaya,4356,1983,2342,31
4489,09-19-2020,Meghalaya,4445,1976,2437,32
4490,09-20-2020,Meghalaya,4557,2038,2483,36
4491,09-21-2020,Meghalaya,4660,2111,2513,36
4492,09-22-2020,Meghalaya,4733,2169,2527,37
4493,09-23-2020,Meghalaya,4791,2047,2706,38
4494,09-24-2020,Meghalaya,4961,2060,2859,42
4495,09-25-2020,Meghalaya,5078,1977,3058,43
4496,09-26-2020,Meghalaya,5158,1772,3343,43
4497,09-27-2020,Meghalaya,5212,1515,3654,43
4498,09-28-2020,Meghalaya,5302,1480,3779,43
4499,09-29-2020,Meghalaya,5362,1448,3868,46
4500,09-30-2020,Meghalaya,5463,1476,3940,47
4501,10-01-2020,Meghalaya,5639,1615,3975,49
4502,10-02-2020,Meghalaya,5802,1750,4001,51
4503,10-03-2020,Meghalaya,6033,1755,4226,52
4504,10-04-2020,Meghalaya,6456,2083,4319,54
4505,10-05-2020,Meghalaya,6656,2209,4393,54
4506,10-06-2020,Meghalaya,6767,2217,4491,59
4507,10-07-2020,Meghalaya,7037,2371,4606,60
4508,10-08-2020,Meghalaya,7165,2411,4694,60
4509,10-09-2020,Meghalaya,7261,2369,4832,60
4510,10-10-2020,Meghalaya,7388,2424,4903,61
4511,03-26-2020,Mizoram,1,1,0,0
4512,03-27-2020,Mizoram,1,1,0,0
4513,03-28-2020,Mizoram,1,1,0,0
4514,03-29-2020,Mizoram,1,1,0,0
4515,03-30-2020,Mizoram,1,1,0,0
4516,03-31-2020,Mizoram,1,1,0,0
4517,04-01-2020,Mizoram,1,1,0,0
4518,04-02-2020,Mizoram,1,1,0,0
4519,04-03-2020,Mizoram,1,1,0,0
4520,04-04-2020,Mizoram,1,1,0,0
4521,04-05-2020,Mizoram,1,1,0,0
4522,04-06-2020,Mizoram,1,1,0,0
4523,04-07-2020,Mizoram,1,1,0,0
4524,04-08-2020,Mizoram,1,1,0,0
4525,04-09-2020,Mizoram,1,1,0,0
4526,04-10-2020,Mizoram,1,1,0,0
4527,04-11-2020,Mizoram,1,1,0,0
4528,04-12-2020,Mizoram,1,1,0,0
4529,04-13-2020,Mizoram,1,1,0,0
4530,04-14-2020,Mizoram,1,1,0,0
